日期,股票代码,股票简称,回报率(不考虑分红)
20100104,600016    ,民生银行,0.0025
20100104,600309    ,烟台万华,-0.0167
20100104,600340    ,*ST国祥,0.0122
20100104,600690    ,青岛海尔,-0.0294
20100104,600703    ,三安光电,0.1001
20100104,600887    ,*ST伊利,0.0049
20100104,601166    ,兴业银行,-0.0340
20100104,601186    ,中国铁建,-0.0088
20100104,601328    ,交通银行,-0.0203
20100105,600016    ,民生银行,0.0177
20100105,600309    ,烟台万华,-0.0195
20100105,600340    ,*ST国祥,-0.0092
20100105,600690    ,青岛海尔,-0.0445
20100105,600703    ,三安光电,-0.0041
20100105,600887    ,*ST伊利,0.0462
20100105,601166    ,兴业银行,-0.0193
20100105,601186    ,中国铁建,0.0011
20100105,601328    ,交通银行,0.0251
20100106,600016    ,民生银行,-0.0198
20100106,600309    ,烟台万华,0.0350
20100106,600340    ,*ST国祥,-0.0165
20100106,600690    ,青岛海尔,-0.0231
20100106,600703    ,三安光电,0.0363
20100106,600887    ,*ST伊利,-0.0151
20100106,601166    ,兴业银行,-0.0105
20100106,601186    ,中国铁建,-0.0022
20100106,601328    ,交通银行,-0.0138
20100107,600016    ,民生银行,-0.0265
20100107,600309    ,烟台万华,-0.0338
20100107,600340    ,*ST国祥,-0.0168
20100107,600690    ,青岛海尔,-0.0303
20100107,600703    ,三安光电,0.0518
20100107,600887    ,*ST伊利,-0.0332
20100107,601166    ,兴业银行,0.0048
20100107,601186    ,中国铁建,-0.0111
20100107,601328    ,交通银行,-0.0346
20100108,600016    ,民生银行,0.0104
20100108,600309    ,烟台万华,-0.0255
20100108,600340    ,*ST国祥,0.0059
20100108,600690    ,青岛海尔,0.0055
20100108,600703    ,三安光电,0.0000
20100108,600887    ,*ST伊利,0.0068
20100108,601166    ,兴业银行,0.0003
20100108,601186    ,中国铁建,0.0067
20100108,601328    ,交通银行,0.0056
20100111,600016    ,民生银行,0.0116
20100111,600309    ,烟台万华,-0.0075
20100111,600340    ,*ST国祥,-0.0015
20100111,600690    ,青岛海尔,-0.0475
20100111,600703    ,三安光电,0.0000
20100111,600887    ,*ST伊利,0.0498
20100111,601166    ,兴业银行,-0.0197
20100111,601186    ,中国铁建,0.0044
20100111,601328    ,交通银行,0.0011
20100112,600016    ,民生银行,0.0051
20100112,600309    ,烟台万华,0.0286
20100112,600340    ,*ST国祥,0.0066
20100112,600690    ,青岛海尔,0.0288
20100112,600703    ,三安光电,0.1000
20100112,600887    ,*ST伊利,0.0360
20100112,601166    ,兴业银行,-0.0102
20100112,601186    ,中国铁建,0.0111
20100112,601328    ,交通银行,0.0122
20100113,600016    ,民生银行,-0.0442
20100113,600309    ,烟台万华,0.0182
20100113,600340    ,*ST国祥,-0.0440
20100113,600690    ,青岛海尔,-0.0103
20100113,600703    ,三安光电,0.0320
20100113,600887    ,*ST伊利,0.0303
20100113,601166    ,兴业银行,-0.0651
20100113,601186    ,中国铁建,-0.0273
20100113,601328    ,交通银行,-0.0560
20100114,600016    ,民生银行,0.0013
20100114,600309    ,烟台万华,0.0499
20100114,600340    ,*ST国祥,0.0015
20100114,600690    ,青岛海尔,0.0565
20100114,600703    ,三安光电,-0.0140
20100114,600887    ,*ST伊利,0.0321
20100114,601166    ,兴业银行,0.0000
20100114,601186    ,中国铁建,0.0067
20100114,601328    ,交通银行,0.0093
20100115,600016    ,民生银行,0.0000
20100115,600309    ,烟台万华,0.0280
20100115,600340    ,*ST国祥,0.0360
20100115,600690    ,青岛海尔,-0.0027
20100115,600703    ,三安光电,0.0108
20100115,600887    ,*ST伊利,-0.0168
20100115,601166    ,兴业银行,0.0041
20100115,601186    ,中国铁建,0.0011
20100115,601328    ,交通银行,0.0069
20100118,600016    ,民生银行,0.0026
20100118,600309    ,烟台万华,0.0158
20100118,600340    ,*ST国祥,0.0503
20100118,600690    ,青岛海尔,-0.0130
20100118,600703    ,三安光电,0.0000
20100118,600887    ,*ST伊利,0.0501
20100118,601166    ,兴业银行,-0.0020
20100118,601186    ,中国铁建,-0.0033
20100118,601328    ,交通银行,0.0011
20100119,600016    ,民生银行,0.0158
20100119,600309    ,烟台万华,-0.0323
20100119,600340    ,*ST国祥,0.0500
20100119,600690    ,青岛海尔,0.0054
20100119,600703    ,三安光电,0.0000
20100119,600887    ,*ST伊利,-0.0003
20100119,601166    ,兴业银行,0.0113
20100119,601186    ,中国铁建,-0.0011
20100119,601328    ,交通银行,0.0114
20100120,600016    ,民生银行,-0.0272
20100120,600309    ,烟台万华,-0.0322
20100120,600340    ,*ST国祥,-0.0255
20100120,600690    ,青岛海尔,-0.0180
20100120,600703    ,三安光电,-0.0323
20100120,600887    ,*ST伊利,-0.0289
20100120,601166    ,兴业银行,-0.0344
20100120,601186    ,中国铁建,-0.0258
20100120,601328    ,交通银行,-0.0249
20100121,600016    ,民生银行,0.0173
20100121,600309    ,烟台万华,0.0183
20100121,600340    ,*ST国祥,0.0014
20100121,600690    ,青岛海尔,-0.0151
20100121,600703    ,三安光电,-0.0489
20100121,600887    ,*ST伊利,-0.0003
20100121,601166    ,兴业银行,0.0202
20100121,601186    ,中国铁建,0.0034
20100121,601328    ,交通银行,0.0232
20100122,600016    ,民生银行,0.0197
20100122,600309    ,烟台万华,-0.0359
20100122,600340    ,*ST国祥,-0.0323
20100122,600690    ,青岛海尔,-0.0493
20100122,600703    ,三安光电,-0.0579
20100122,600887    ,*ST伊利,-0.0162
20100122,601166    ,兴业银行,0.0224
20100122,601186    ,中国铁建,0.0137
20100122,601328    ,交通银行,0.0317
20100125,600016    ,民生银行,-0.0193
20100125,600309    ,烟台万华,-0.0267
20100125,600340    ,*ST国祥,0.0007
20100125,600690    ,青岛海尔,-0.0348
20100125,600703    ,三安光电,0.0173
20100125,600887    ,*ST伊利,-0.0131
20100125,601166    ,兴业银行,-0.0156
20100125,601186    ,中国铁建,-0.0158
20100125,601328    ,交通银行,-0.0318
20100126,600016    ,民生银行,-0.0105
20100126,600309    ,烟台万华,-0.0500
20100126,600340    ,*ST国祥,-0.0071
20100126,600690    ,青岛海尔,0.0101
20100126,600703    ,三安光电,-0.0297
20100126,600887    ,*ST伊利,-0.0400
20100126,601166    ,兴业银行,-0.0225
20100126,601186    ,中国铁建,-0.0218
20100126,601328    ,交通银行,0.0023
20100127,600016    ,民生银行,-0.0305
20100127,600309    ,烟台万华,-0.0215
20100127,600340    ,*ST国祥,0.0043
20100127,600690    ,青岛海尔,0.0342
20100127,600703    ,三安光电,0.0000
20100127,600887    ,*ST伊利,0.0021
20100127,601166    ,兴业银行,-0.0334
20100127,601186    ,中国铁建,-0.0059
20100127,601328    ,交通银行,-0.0373
20100128,600016    ,民生银行,-0.0096
20100128,600309    ,烟台万华,0.0290
20100128,600340    ,*ST国祥,-0.0498
20100128,600690    ,青岛海尔,0.0092
20100128,600703    ,三安光电,-0.0005
20100128,600887    ,*ST伊利,0.0277
20100128,601166    ,兴业银行,-0.0113
20100128,601186    ,中国铁建,0.0047
20100128,601328    ,交通银行,-0.0306
20100129,600016    ,民生银行,-0.0028
20100129,600309    ,烟台万华,0.0100
20100129,600340    ,*ST国祥,-0.0502
20100129,600690    ,青岛海尔,-0.0284
20100129,600703    ,三安光电,0.0180
20100129,600887    ,*ST伊利,0.0179
20100129,601166    ,兴业银行,-0.0053
20100129,601186    ,中国铁建,0.0012
20100129,601328    ,交通银行,-0.0097
20100201,600016    ,民生银行,-0.0166
20100201,600309    ,烟台万华,-0.0225
20100201,600340    ,*ST国祥,0.0299
20100201,600690    ,青岛海尔,0.0069
20100201,600703    ,三安光电,-0.0448
20100201,600887    ,*ST伊利,0.0089
20100201,601166    ,兴业银行,-0.0202
20100201,601186    ,中国铁建,-0.0012
20100201,601328    ,交通银行,-0.0135
20100202,600016    ,民生银行,0.0014
20100202,600309    ,烟台万华,-0.0147
20100202,600340    ,*ST国祥,-0.0214
20100202,600690    ,青岛海尔,0.0089
20100202,600703    ,三安光电,0.0081
20100202,600887    ,*ST伊利,-0.0207
20100202,601166    ,兴业银行,0.0197
20100202,601186    ,中国铁建,-0.0059
20100202,601328    ,交通银行,0.0050
20100203,600016    ,民生银行,0.0239
20100203,600309    ,烟台万华,0.0163
20100203,600340    ,*ST国祥,0.0055
20100203,600690    ,青岛海尔,0.0122
20100203,600703    ,三安光电,0.0000
20100203,600887    ,*ST伊利,-0.0378
20100203,601166    ,兴业银行,0.0479
20100203,601186    ,中国铁建,0.0272
20100203,601328    ,交通银行,0.0284
20100204,600016    ,民生银行,-0.0055
20100204,600309    ,烟台万华,-0.0115
20100204,600340    ,*ST国祥,0.0101
20100204,600690    ,青岛海尔,-0.0087
20100204,600703    ,三安光电,0.0070
20100204,600887    ,*ST伊利,0.0202
20100204,601166    ,兴业银行,-0.0033
20100204,601186    ,中国铁建,-0.0092
20100204,601328    ,交通银行,-0.0072
20100205,600016    ,民生银行,-0.0166
20100205,600309    ,烟台万华,0.0005
20100205,600340    ,*ST国祥,-0.0216
20100205,600690    ,青岛海尔,-0.0282
20100205,600703    ,三安光电,0.0400
20100205,600887    ,*ST伊利,-0.0157
20100205,601166    ,兴业银行,-0.0012
20100205,601186    ,中国铁建,-0.0116
20100205,601328    ,交通银行,-0.0145
20100208,600016    ,民生银行,-0.0042
20100208,600309    ,烟台万华,0.0139
20100208,600340    ,*ST国祥,-0.0016
20100208,600690    ,青岛海尔,-0.0100
20100208,600703    ,三安光电,-0.1000
20100208,600887    ,*ST伊利,0.0059
20100208,601166    ,兴业银行,-0.0173
20100208,601186    ,中国铁建,-0.0035
20100208,601328    ,交通银行,-0.0086
20100209,600016    ,民生银行,0.0113
20100209,600309    ,烟台万华,0.0215
20100209,600340    ,*ST国祥,-0.0008
20100209,600690    ,青岛海尔,0.0136
20100209,600703    ,三安光电,-0.0351
20100209,600887    ,*ST伊利,0.0010
20100209,601166    ,兴业银行,0.0109
20100209,601186    ,中国铁建,0.0142
20100209,601328    ,交通银行,0.0062
20100210,600016    ,民生银行,0.0070
20100210,600309    ,烟台万华,0.0162
20100210,600340    ,*ST国祥,0.0087
20100210,600690    ,青岛海尔,0.0239
20100210,600703    ,三安光电,0.0497
20100210,600887    ,*ST伊利,0.0138
20100210,601166    ,兴业银行,0.0177
20100210,601186    ,中国铁建,0.0012
20100210,601328    ,交通银行,0.0074
20100211,600016    ,民生银行,0.0000
20100211,600309    ,烟台万华,-0.0265
20100211,600340    ,*ST国祥,0.0500
20100211,600690    ,青岛海尔,0.0073
20100211,600703    ,三安光电,-0.0189
20100211,600887    ,*ST伊利,-0.0078
20100211,601166    ,兴业银行,-0.0083
20100211,601186    ,中国铁建,0.0000
20100211,601328    ,交通银行,0.0000
20100212,600016    ,民生银行,0.0069
20100212,600309    ,烟台万华,0.0181
20100212,600340    ,*ST国祥,0.0276
20100212,600690    ,青岛海尔,0.0024
20100212,600703    ,三安光电,0.0411
20100212,600887    ,*ST伊利,0.0175
20100212,601166    ,兴业银行,0.0140
20100212,601186    ,中国铁建,0.0000
20100212,601328    ,交通银行,0.0098
20100222,600016    ,民生银行,-0.0069
20100222,600309    ,烟台万华,0.0067
20100222,600340    ,*ST国祥,-0.0159
20100222,600690    ,青岛海尔,-0.0053
20100222,600703    ,三安光电,-0.0062
20100222,600887    ,*ST伊利,-0.0262
20100222,601166    ,兴业银行,-0.0088
20100222,601186    ,中国铁建,0.0035
20100222,601328    ,交通银行,-0.0157
20100223,600016    ,民生银行,-0.0097
20100223,600309    ,烟台万华,0.0407
20100223,600340    ,*ST国祥,0.0169
20100223,600690    ,青岛海尔,0.0087
20100223,600703    ,三安光电,0.0432
20100223,600887    ,*ST伊利,0.0059
20100223,601166    ,兴业银行,-0.0207
20100223,601186    ,中国铁建,-0.0081
20100223,601328    ,交通银行,-0.0111
20100224,600016    ,民生银行,0.0140
20100224,600309    ,烟台万华,0.0272
20100224,600340    ,*ST国祥,0.0362
20100224,600690    ,青岛海尔,0.0279
20100224,600703    ,三安光电,0.0611
20100224,600887    ,*ST伊利,0.0501
20100224,601166    ,兴业银行,0.0127
20100224,601186    ,中国铁建,0.0140
20100224,601328    ,交通银行,0.0050
20100225,600016    ,民生银行,0.0138
20100225,600309    ,烟台万华,0.0145
20100225,600340    ,*ST国祥,0.0280
20100225,600690    ,青岛海尔,0.0248
20100225,600703    ,三安光电,0.0033
20100225,600887    ,*ST伊利,0.0268
20100225,601166    ,兴业银行,0.0239
20100225,601186    ,中国铁建,0.0035
20100225,601328    ,交通银行,0.0124
20100226,600016    ,民生银行,-0.0041
20100226,600309    ,烟台万华,-0.0212
20100226,600340    ,*ST国祥,0.0129
20100226,600690    ,青岛海尔,0.0100
20100226,600703    ,三安光电,-0.0051
20100226,600887    ,*ST伊利,0.0003
20100226,601166    ,兴业银行,0.0114
20100226,601186    ,中国铁建,-0.0069
20100226,601328    ,交通银行,0.0012
20100301,600016    ,民生银行,0.0123
20100301,600309    ,烟台万华,0.0163
20100301,600340    ,*ST国祥,0.0134
20100301,600690    ,青岛海尔,-0.0063
20100301,600703    ,三安光电,-0.0134
20100301,600887    ,*ST伊利,-0.0115
20100301,601166    ,兴业银行,0.0239
20100301,601186    ,中国铁建,0.0000
20100301,601328    ,交通银行,0.0159
20100302,600016    ,民生银行,0.0027
20100302,600309    ,烟台万华,0.0254
20100302,600340    ,*ST国祥,-0.0040
20100302,600690    ,青岛海尔,-0.0186
20100302,600703    ,三安光电,0.0000
20100302,600887    ,*ST伊利,-0.0055
20100302,601166    ,兴业银行,0.0017
20100302,601186    ,中国铁建,0.0000
20100302,601328    ,交通银行,-0.0060
20100303,600016    ,民生银行,0.0013
20100303,600309    ,烟台万华,-0.0072
20100303,600340    ,*ST国祥,0.0499
20100303,600690    ,青岛海尔,0.0185
20100303,600703    ,三安光电,0.1000
20100303,600887    ,*ST伊利,0.0032
20100303,601166    ,兴业银行,0.0020
20100303,601186    ,中国铁建,0.0000
20100303,601328    ,交通银行,0.0000
20100304,600016    ,民生银行,-0.0255
20100304,600309    ,烟台万华,-0.0334
20100304,600340    ,*ST国祥,0.0063
20100304,600690    ,青岛海尔,-0.0223
20100304,600703    ,三安光电,-0.0605
20100304,600887    ,*ST伊利,-0.0174
20100304,601166    ,兴业银行,-0.0238
20100304,601186    ,中国铁建,-0.0231
20100304,601328    ,交通银行,-0.0157
20100305,600016    ,民生银行,-0.0014
20100305,600309    ,烟台万华,-0.0054
20100305,600340    ,*ST国祥,0.0208
20100305,600690    ,青岛海尔,-0.0232
20100305,600703    ,三安光电,-0.0081
20100305,600887    ,*ST伊利,-0.0122
20100305,601166    ,兴业银行,0.0026
20100305,601186    ,中国铁建,-0.0024
20100305,601328    ,交通银行,-0.0037
20100308,600016    ,民生银行,0.0083
20100308,600309    ,烟台万华,0.0163
20100308,600340    ,*ST国祥,-0.0092
20100308,600690    ,青岛海尔,0.0038
20100308,600703    ,三安光电,0.0182
20100308,600887    ,*ST伊利,-0.0163
20100308,601166    ,兴业银行,0.0232
20100308,601186    ,中国铁建,0.0000
20100308,601328    ,交通银行,0.0099
20100309,600016    ,民生银行,0.0164
20100309,600309    ,烟台万华,-0.0095
20100309,600340    ,*ST国祥,-0.0093
20100309,600690    ,青岛海尔,0.0133
20100309,600703    ,三安光电,0.0088
20100309,600887    ,*ST伊利,0.0105
20100309,601166    ,兴业银行,0.0190
20100309,601186    ,中国铁建,0.0000
20100309,601328    ,交通银行,0.0049
20100310,600016    ,民生银行,-0.0094
20100310,600309    ,烟台万华,0.0033
20100310,600340    ,*ST国祥,0.0038
20100310,600690    ,青岛海尔,-0.0126
20100310,600703    ,三安光电,-0.0156
20100310,600887    ,*ST伊利,0.0037
20100310,601166    ,兴业银行,-0.0184
20100310,601186    ,中国铁建,-0.0036
20100310,601328    ,交通银行,-0.0049
20100311,600016    ,民生银行,0.0136
20100311,600309    ,烟台万华,-0.0278
20100311,600340    ,*ST国祥,-0.0031
20100311,600690    ,青岛海尔,-0.0033
20100311,600703    ,三安光电,-0.0038
20100311,600887    ,*ST伊利,-0.0147
20100311,601166    ,兴业银行,0.0081
20100311,601186    ,中国铁建,0.0036
20100311,601328    ,交通银行,0.0049
20100312,600016    ,民生银行,-0.0094
20100312,600309    ,烟台万华,0.0013
20100312,600340    ,*ST国祥,-0.0439
20100312,600690    ,青岛海尔,-0.0190
20100312,600703    ,三安光电,-0.0057
20100312,600887    ,*ST伊利,-0.0173
20100312,601166    ,兴业银行,-0.0206
20100312,601186    ,中国铁建,-0.0059
20100312,601328    ,交通银行,-0.0097
20100315,600016    ,民生银行,-0.0189
20100315,600309    ,烟台万华,-0.0452
20100315,600340    ,*ST国祥,-0.0007
20100315,600690    ,青岛海尔,-0.0223
20100315,600703    ,三安光电,-0.0127
20100315,600887    ,*ST伊利,-0.0131
20100315,601166    ,兴业银行,-0.0241
20100315,601186    ,中国铁建,0.0000
20100315,601328    ,交通银行,-0.0135
20100316,600016    ,民生银行,0.0110
20100316,600309    ,烟台万华,0.0121
20100316,600340    ,*ST国祥,0.0499
20100316,600690    ,青岛海尔,-0.0089
20100316,600703    ,三安光电,-0.0408
20100316,600887    ,*ST伊利,0.0070
20100316,601166    ,兴业银行,0.0288
20100316,601186    ,中国铁建,0.0012
20100316,601328    ,交通银行,-0.0037
20100317,600016    ,民生银行,0.0164
20100317,600309    ,烟台万华,0.0203
20100317,600340    ,*ST国祥,0.0394
20100317,600690    ,青岛海尔,0.0170
20100317,600703    ,三安光电,0.1000
20100317,600887    ,*ST伊利,0.0239
20100317,601166    ,兴业银行,0.0167
20100317,601186    ,中国铁建,0.0107
20100317,601328    ,交通银行,0.0137
20100318,600016    ,民生银行,-0.0040
20100318,600309    ,烟台万华,-0.0130
20100318,600340    ,*ST国祥,0.0187
20100318,600690    ,青岛海尔,-0.0113
20100318,600703    ,三安光电,0.0118
20100318,600887    ,*ST伊利,-0.0159
20100318,601166    ,兴业银行,-0.0114
20100318,601186    ,中国铁建,-0.0012
20100318,601328    ,交通银行,-0.0086
20100319,600016    ,民生银行,0.0040
20100319,600309    ,烟台万华,-0.0101
20100319,600340    ,*ST国祥,0.0077
20100319,600690    ,青岛海尔,0.0119
20100319,600703    ,三安光电,0.0143
20100319,600887    ,*ST伊利,0.0048
20100319,601166    ,兴业银行,0.0031
20100319,601186    ,中国铁建,0.0000
20100319,601328    ,交通银行,0.0050
20100322,600016    ,民生银行,0.0134
20100322,600309    ,烟台万华,0.0354
20100322,600340    ,*ST国祥,0.0457
20100322,600690    ,青岛海尔,0.0339
20100322,600703    ,三安光电,0.0121
20100322,600887    ,*ST伊利,0.0044
20100322,601166    ,兴业银行,0.0081
20100322,601186    ,中国铁建,0.0035
20100322,601328    ,交通银行,0.0037
20100323,600016    ,民生银行,-0.0159
20100323,600309    ,烟台万华,-0.0077
20100323,600340    ,*ST国祥,0.0079
20100323,600690    ,青岛海尔,0.0019
20100323,600703    ,三安光电,0.1001
20100323,600887    ,*ST伊利,0.0140
20100323,601166    ,兴业银行,-0.0089
20100323,601186    ,中国铁建,-0.0082
20100323,601328    ,交通银行,-0.0111
20100324,600016    ,民生银行,0.0013
20100324,600309    ,烟台万华,-0.0185
20100324,600340    ,*ST国祥,-0.0056
20100324,600690    ,青岛海尔,0.0114
20100324,600703    ,三安光电,0.1001
20100324,600887    ,*ST伊利,0.0017
20100324,601166    ,兴业银行,0.0011
20100324,601186    ,中国铁建,-0.0024
20100324,601328    ,交通银行,0.0025
20100325,600016    ,民生银行,-0.0148
20100325,600309    ,烟台万华,0.0044
20100325,600340    ,*ST国祥,-0.0196
20100325,600690    ,青岛海尔,-0.0314
20100325,600703    ,三安光电,0.0111
20100325,600887    ,*ST伊利,0.0087
20100325,601166    ,兴业银行,-0.0224
20100325,601186    ,中国铁建,-0.0131
20100325,601328    ,交通银行,-0.0087
20100326,600016    ,民生银行,0.0205
20100326,600309    ,烟台万华,0.0332
20100326,600340    ,*ST国祥,0.0080
20100326,600690    ,青岛海尔,0.0228
20100326,600703    ,三安光电,0.0016
20100326,600887    ,*ST伊利,0.0086
20100326,601166    ,兴业银行,0.0000
20100326,601186    ,中国铁建,0.0048
20100326,601328    ,交通银行,0.0125
20100329,600016    ,民生银行,0.0388
20100329,600309    ,烟台万华,0.0140
20100329,600340    ,*ST国祥,0.0362
20100329,600690    ,青岛海尔,-0.0028
20100329,600703    ,三安光电,0.0023
20100329,600887    ,*ST伊利,0.0313
20100329,601166    ,兴业银行,0.0645
20100329,601186    ,中国铁建,0.0240
20100329,601328    ,交通银行,0.0272
20100330,600016    ,民生银行,0.0039
20100330,600309    ,烟台万华,-0.0121
20100330,600340    ,*ST国祥,0.0175
20100330,600690    ,青岛海尔,0.0038
20100330,600703    ,三安光电,-0.0086
20100330,600887    ,*ST伊利,0.0329
20100330,601166    ,兴业银行,0.0032
20100330,601186    ,中国铁建,-0.0058
20100330,601328    ,交通银行,0.0012
20100331,600016    ,民生银行,-0.0141
20100331,600309    ,烟台万华,0.0025
20100331,600340    ,*ST国祥,0.0081
20100331,600690    ,青岛海尔,-0.0090
20100331,600703    ,三安光电,0.0000
20100331,600887    ,*ST伊利,-0.0003
20100331,601166    ,兴业银行,-0.0094
20100331,601186    ,中国铁建,-0.0082
20100331,601328    ,交通银行,-0.0048
20100401,600016    ,民生银行,0.0078
20100401,600309    ,烟台万华,0.0105
20100401,600340    ,*ST国祥,0.0288
20100401,600690    ,青岛海尔,0.0062
20100401,600703    ,三安光电,0.0857
20100401,600887    ,*ST伊利,0.0378
20100401,601166    ,兴业银行,0.0035
20100401,601186    ,中国铁建,0.0083
20100401,601328    ,交通银行,0.0145
20100402,600016    ,民生银行,0.0013
20100402,600309    ,烟台万华,0.0046
20100402,600340    ,*ST国祥,-0.0135
20100402,600690    ,青岛海尔,0.0342
20100402,600703    ,三安光电,-0.0104
20100402,600887    ,*ST伊利,-0.0104
20100402,601166    ,兴业银行,-0.0070
20100402,601186    ,中国铁建,0.0012
20100402,601328    ,交通银行,0.0000
20100406,600016    ,民生银行,0.0026
20100406,600309    ,烟台万华,-0.0071
20100406,600340    ,*ST国祥,-0.0032
20100406,600690    ,青岛海尔,-0.0124
20100406,600703    ,三安光电,-0.0203
20100406,600887    ,*ST伊利,-0.0139
20100406,601166    ,兴业银行,0.0063
20100406,601186    ,中国铁建,-0.0047
20100406,601328    ,交通银行,0.0071
20100407,600016    ,民生银行,-0.0129
20100407,600309    ,烟台万华,-0.0267
20100407,600340    ,*ST国祥,-0.0137
20100407,600690    ,青岛海尔,-0.0135
20100407,600703    ,三安光电,0.0200
20100407,600887    ,*ST伊利,0.0138
20100407,601166    ,兴业银行,-0.0084
20100407,601186    ,中国铁建,-0.0047
20100407,601328    ,交通银行,-0.0083
20100408,600016    ,民生银行,-0.0156
20100408,600309    ,烟台万华,0.0112
20100408,600340    ,*ST国祥,-0.0059
20100408,600690    ,青岛海尔,-0.0217
20100408,600703    ,三安光电,0.0059
20100408,600887    ,*ST伊利,0.0226
20100408,601166    ,兴业银行,-0.0264
20100408,601186    ,中国铁建,-0.0083
20100408,601328    ,交通银行,-0.0191
20100409,600016    ,民生银行,0.0040
20100409,600309    ,烟台万华,-0.0034
20100409,600340    ,*ST国祥,-0.0038
20100409,600690    ,青岛海尔,0.0106
20100409,600703    ,三安光电,-0.0074
20100409,600887    ,*ST伊利,0.0218
20100409,601166    ,兴业银行,0.0148
20100409,601186    ,中国铁建,0.0048
20100409,601328    ,交通银行,0.0036
20100412,600016    ,民生银行,-0.0171
20100412,600309    ,烟台万华,0.0072
20100412,600340    ,*ST国祥,-0.0291
20100412,600690    ,青岛海尔,0.0014
20100412,600703    ,三安光电,-0.0494
20100412,600887    ,*ST伊利,0.0294
20100412,601166    ,兴业银行,-0.0598
20100412,601186    ,中国铁建,-0.0048
20100412,601328    ,交通银行,-0.0169
20100413,600016    ,民生银行,0.0295
20100413,600309    ,烟台万华,0.0211
20100413,600340    ,*ST国祥,-0.0461
20100413,600690    ,青岛海尔,0.0143
20100413,600703    ,三安光电,-0.0655
20100413,600887    ,*ST伊利,0.0008
20100413,601166    ,兴业银行,0.0235
20100413,601186    ,中国铁建,0.0144
20100413,601328    ,交通银行,0.0209
20100414,600016    ,民生银行,0.0013
20100414,600309    ,烟台万华,-0.0041
20100414,600340    ,*ST国祥,-0.0023
20100414,600690    ,青岛海尔,-0.0080
20100414,600703    ,三安光电,0.0347
20100414,600887    ,*ST伊利,-0.0003
20100414,601166    ,兴业银行,-0.0023
20100414,601186    ,中国铁建,-0.0047
20100414,601328    ,交通银行,0.0000
20100415,600016    ,民生银行,0.0026
20100415,600309    ,烟台万华,0.0233
20100415,600340    ,*ST国祥,0.0210
20100415,600690    ,青岛海尔,-0.0359
20100415,600703    ,三安光电,-0.0050
20100415,600887    ,*ST伊利,-0.0252
20100415,601166    ,兴业银行,0.0017
20100415,601186    ,中国铁建,-0.0059
20100415,601328    ,交通银行,-0.0036
20100416,600016    ,民生银行,-0.0233
20100416,600309    ,烟台万华,-0.0098
20100416,600340    ,*ST国祥,0.0000
20100416,600690    ,青岛海尔,0.0353
20100416,600703    ,三安光电,0.0010
20100416,600887    ,*ST伊利,-0.0003
20100416,601166    ,兴业银行,-0.0313
20100416,601186    ,中国铁建,-0.0083
20100416,601328    ,交通银行,-0.0109
20100419,600016    ,民生银行,-0.0598
20100419,600309    ,烟台万华,-0.0726
20100419,600340    ,*ST国祥,-0.0497
20100419,600690    ,青岛海尔,-0.0531
20100419,600703    ,三安光电,-0.0525
20100419,600887    ,*ST伊利,-0.0233
20100419,601166    ,兴业银行,-0.0802
20100419,601186    ,中国铁建,-0.0409
20100419,601328    ,交通银行,-0.0636
20100420,600016    ,民生银行,0.0014
20100420,600309    ,烟台万华,-0.0164
20100420,600340    ,*ST国祥,-0.0499
20100420,600690    ,青岛海尔,-0.0505
20100420,600703    ,三安光电,0.0186
20100420,600887    ,*ST伊利,0.0500
20100420,601166    ,兴业银行,-0.0241
20100420,601186    ,中国铁建,-0.0025
20100420,601328    ,交通银行,0.0000
20100421,600016    ,民生银行,0.0085
20100421,600309    ,烟台万华,0.0256
20100421,600340    ,*ST国祥,-0.0361
20100421,600690    ,青岛海尔,0.0126
20100421,600703    ,三安光电,0.0625
20100421,600887    ,*ST伊利,0.0345
20100421,601166    ,兴业银行,0.0135
20100421,601186    ,中国铁建,0.0063
20100421,601328    ,交通银行,0.0078
20100422,600016    ,民生银行,-0.0266
20100422,600309    ,烟台万华,-0.0259
20100422,600340    ,*ST国祥,-0.0499
20100422,600690    ,青岛海尔,0.0099
20100422,600703    ,三安光电,-0.0186
20100422,600887    ,*ST伊利,-0.0035
20100422,601166    ,兴业银行,-0.0410
20100422,601186    ,中国铁建,-0.0150
20100422,601328    ,交通银行,-0.0493
20100423,600016    ,民生银行,-0.0057
20100423,600309    ,烟台万华,-0.0261
20100423,600340    ,*ST国祥,-0.0498
20100423,600690    ,青岛海尔,-0.0325
20100423,600703    ,三安光电,-0.0296
20100423,600887    ,*ST伊利,-0.0288
20100423,601166    ,兴业银行,0.0010
20100423,601186    ,中国铁建,0.0139
20100423,601328    ,交通银行,-0.0191
20100426,600016    ,民生银行,-0.0087
20100426,600309    ,烟台万华,-0.0407
20100426,600340    ,*ST国祥,-0.0502
20100426,600690    ,青岛海尔,-0.0197
20100426,600703    ,三安光电,-0.0183
20100426,600887    ,*ST伊利,-0.0400
20100426,601166    ,兴业银行,-0.0095
20100426,601186    ,中国铁建,-0.0013
20100426,601328    ,交通银行,-0.0083
20100427,600016    ,民生银行,-0.0175
20100427,600309    ,烟台万华,-0.0443
20100427,600340    ,*ST国祥,0.0475
20100427,600690    ,青岛海尔,-0.0424
20100427,600703    ,三安光电,-0.0174
20100427,600887    ,*ST伊利,-0.0470
20100427,601166    ,兴业银行,-0.0130
